treat,lninc,gender,age,age2,hukou,fedu,medu,party
0,5.9914646,1,67,4489,1,0,0,0
0,,1,28,784,1,0,6,0
1,5.2983174,0,35,1225,1,6,0,0
0,6.8023949,1,38,1444,1,,12,0
0,5.2983174,0,46,2116,1,12,0,1
0,,0,58,3364,1,6,0,1
0,5.9914646,0,34,1156,1,6,6,0
1,6.3969297,0,38,1444,1,6,0,1
1,6.9077554,1,34,1156,1,14,14,0
0,5.7037826,1,44,1936,1,,,0
1,7.2086005,0,63,3969,1,3,0,1
0,5.9401712,1,59,3481,1,3,0,0
0,6.9077554,0,36,1296,1,14,12,0
0,6.253829,0,40,1600,1,9,0,1
1,6.8875527,1,24,576,1,9,6,0
0,8.0063677,0,52,2704,1,3,0,0
0,,1,45,2025,0,0,0,0
0,6.0161572,1,62,3844,1,0,0,0
0,,1,51,2601,1,9,0,0
0,5.7037826,1,62,3844,1,,,0
0,5.7037826,0,57,3249,1,,,0
1,,0,29,841,1,12,6,0
0,6.7912216,0,46,2116,1,0,0,1
1,7.2442274,0,53,2809,1,9,9,1
0,6.1003189,1,54,2916,1,3,0,0
0,6.9077554,1,35,1225,1,12,6,1
1,6.9077554,1,41,1681,1,3,0,1
0,7.0030656,1,55,3025,1,0,0,0
0,7.2298388,0,56,3136,1,0,0,1
0,5.1929569,1,46,2116,0,0,0,0
0,5.2983174,0,30,900,1,6,6,0
0,5.0106354,0,65,4225,0,0,0,1
0,,1,57,3249,1,0,0,0
1,6.9077554,1,30,900,1,9,0,0
1,7.6009026,1,40,1600,1,9,6,0
1,5.5909872,1,37,1369,1,12,0,0
1,5.7037826,0,44,1936,1,6,0,1
0,6.779922,0,66,4356,1,0,0,1
1,6.6846118,1,40,1600,1,12,6,0
1,5.2470241,0,39,1521,1,12,14,0
0,,1,40,1600,1,3,0,0
0,5.7037826,1,63,3969,1,0,0,1
0,5.9914646,1,36,1296,1,9,0,0
1,3.9120231,0,41,1681,1,6,9,1
0,5.521461,0,44,1936,1,0,0,0
0,6.2146082,0,41,1681,1,0,0,1
0,5.9914646,0,67,4489,1,12,0,1
0,6.9077554,1,69,4761,1,3,6,1
0,5.7037826,1,51,2601,1,6,6,0
0,5.2983174,1,62,3844,1,6,0,0
0,6.9077554,1,32,1024,1,6,6,0
1,7.4383836,0,46,2116,1,6,0,1
1,6.4614682,0,38,1444,1,6,0,1
0,6.7569323,0,66,4356,1,,0,1
0,6.8023949,0,49,2401,1,0,0,1
0,6.9077554,1,53,2809,0,,0,0
1,7.1701198,1,50,2500,1,0,0,1
0,5.857933,1,44,1936,1,0,0,0
0,6.5510802,1,38,1444,1,0,0,0
1,6.6306834,0,43,1849,1,3,0,1
0,6.5510802,0,31,961,1,0,0,0
0,,0,25,625,1,9,9,0
0,6.9077554,0,61,3721,1,0,0,1
0,6.0306854,1,53,2809,1,3,0,0
0,6.9077554,0,47,2209,1,3,0,1
0,6.49224,0,54,2916,1,0,0,0
1,5.9914646,0,46,2116,1,6,0,1
1,6.363028,0,34,1156,1,6,0,1
0,6.6200733,0,40,1600,0,6,0,0
0,6.856462,1,44,1936,1,0,0,1
1,7.3132205,1,33,1089,1,12,12,0
0,6.5510802,1,38,1444,1,12,12,0
1,6.4769726,0,40,1600,1,0,0,1
0,6.9077554,0,54,2916,1,12,6,0
0,4.2484951,0,33,1089,1,6,0,0
0,6.1092477,1,39,1521,0,0,0,0
0,6.9077554,1,24,576,0,12,9,0
0,6.3969297,1,41,1681,1,12,12,0
0,7.0030656,0,28,784,1,12,9,1
0,,1,53,2809,0,0,0,0
0,6.6846118,0,28,784,1,6,6,0
0,6.6200733,0,21,441,1,6,6,0
0,5.7037826,1,34,1156,1,0,0,0
0,6.6846118,1,33,1089,0,6,6,0
0,,1,42,1764,0,0,0,0
0,5.3936276,1,39,1521,0,6,0,0
0,6.9077554,0,25,625,0,6,6,0
0,4.3820267,0,52,2704,1,0,6,0
0,6.9077554,0,60,3600,1,,,1
0,5.2983174,0,51,2601,1,0,0,1
0,6.7214255,1,34,1156,1,9,6,1
0,6.5510802,0,36,1296,1,6,6,0
0,7.0352688,1,62,3844,1,3,0,1
0,,1,60,3600,1,0,0,0
0,,1,53,2809,1,0,0,0
0,,1,32,1024,1,12,12,0
0,5.0106354,1,50,2500,1,,0,0
0,6.8134446,0,63,3969,1,,,0
0,7.0030656,0,42,1764,1,6,6,1
0,6.9077554,0,45,2025,1,12,0,0
0,5.2983174,1,44,1936,1,0,0,0
0,5.7037826,1,31,961,1,6,6,0
0,6.779922,1,62,3844,1,0,0,0
0,6.8023949,1,30,900,1,9,14,0
0,,1,45,2025,1,0,0,0
0,6.6066504,0,66,4356,1,0,0,1
0,6.6066504,0,62,3844,1,0,0,0
0,6.4769726,0,26,676,1,6,6,1
0,,1,48,2304,1,0,0,0
0,,1,64,4096,1,0,0,0
0,6.7684932,1,52,2704,1,0,0,0
1,7.0900769,1,49,2401,1,16,9,0
0,7.0900769,1,41,1681,1,6,6,0
1,6.7684932,0,31,961,1,12,9,0
0,8.0063677,0,29,841,1,9,6,0
0,6.6333184,1,36,1296,1,6,12,0
1,7.0900769,0,37,1369,1,6,0,0
1,7.0900769,0,25,625,1,12,6,0
1,7.20786,1,38,1444,1,6,0,1
0,7.0030656,1,41,1681,1,6,0,1
0,6.9077554,1,35,1225,1,,6,0
0,6.6846118,0,54,2916,1,6,0,0
1,6.9077554,0,36,1296,1,12,0,1
1,7.377759,0,40,1600,1,,12,0
0,,1,63,3969,1,0,0,0
0,6.1092477,1,24,576,0,12,6,0
1,6.9077554,1,41,1681,1,,6,0
0,7.0030656,1,45,2025,1,9,0,1
0,6.5792513,1,67,4489,1,0,0,0
0,7.20786,0,60,3600,1,0,0,0
0,,0,37,1369,1,9,0,0
1,6.49224,0,25,625,1,12,,0
0,6.7452364,0,59,3481,1,0,0,1
0,6.5510802,1,37,1369,1,6,0,0
0,,1,52,2704,1,0,0,0
0,,1,27,729,1,6,6,0
0,,1,41,1681,1,0,0,0
1,5.9914646,0,31,961,1,9,9,0
0,6.7452364,0,60,3600,1,0,0,0
0,6.8023949,0,50,2500,1,0,0,0
0,6.82546,0,59,3481,1,0,0,1
0,,1,46,2116,1,0,0,0
0,,1,43,1849,1,0,0,0
0,5.3659759,1,60,3600,1,0,0,0
0,,1,44,1936,0,0,0,0
0,6.6846118,0,35,1225,1,3,0,0
0,6.9565454,0,52,2704,1,6,6,0
0,6.7262335,0,60,3600,1,0,0,0
0,6.1737862,1,43,1849,1,0,9,0
0,,1,28,784,0,6,6,0
0,,1,51,2601,1,0,0,0
0,4.4998097,1,62,3844,1,,0,0
1,7.0900769,1,21,441,1,12,12,0
0,6.2146082,0,40,1600,1,0,0,0
1,7.0030656,0,59,3481,1,0,,1
0,6.5510802,0,32,1024,1,9,0,1
0,6.3969297,0,62,3844,1,0,0,0
0,5.7037826,0,31,961,1,0,0,0
0,,1,63,3969,1,0,0,0
0,,1,32,1024,1,16,6,0
1,6.3456364,1,24,576,1,12,9,0
1,6.6846118,0,35,1225,1,6,0,1
0,5.9914646,0,52,2704,1,0,0,0
0,6.856462,0,42,1764,1,6,9,0
0,,1,27,729,0,6,0,0
0,,1,56,3136,1,9,0,0
0,,1,35,1225,1,9,0,0
0,,1,26,676,1,6,0,0
0,,1,66,4356,1,6,6,0
0,6.9077554,0,30,900,1,0,0,0
0,5.2983174,0,28,784,1,6,6,0
0,7.1701198,0,49,2401,1,6,0,0
1,6.9077554,0,29,841,1,6,0,0
0,,1,37,1369,1,6,12,0
0,,1,61,3721,1,0,0,0
0,,1,40,1600,0,0,0,0
0,7.2619271,0,50,2500,1,0,0,1
0,7.4383836,0,57,3249,1,6,0,1
0,7.2298388,0,51,2601,1,0,0,1
0,,1,41,1681,1,16,0,0
0,,1,39,1521,1,9,0,0
0,7.0030656,0,45,2025,1,12,0,0
0,,1,29,841,1,6,6,0
0,6.3969297,1,25,625,1,6,6,0
0,6.9077554,0,40,1600,1,0,0,0
0,7.0210838,0,40,1600,1,0,0,0
0,7.1388669,0,49,2401,1,6,0,1
0,,1,26,676,0,9,9,0
0,,1,26,676,1,6,6,0
0,6.5957804,0,22,484,1,12,9,0
0,4.8675346,1,64,4096,1,0,0,0
0,,1,30,900,1,12,9,0
0,6.9077554,0,41,1681,1,9,9,1
0,7.6009026,0,64,4096,1,0,0,1
1,7.1701198,0,41,1681,1,,,1
0,7.4730692,0,61,3721,1,0,0,0
0,,1,65,4225,1,0,0,1
0,5.7037826,1,40,1600,1,0,0,0
0,6.8023949,1,46,2116,1,6,0,0
0,,1,61,3721,1,0,0,0
0,5.220356,0,52,2704,1,9,0,0
0,7.0900769,0,45,2025,1,6,0,0
0,,0,18,324,1,9,0,0
0,5.0106354,1,41,1681,1,0,0,0
1,6.9077554,1,32,1024,1,9,0,0
0,6.8023949,1,33,1089,1,6,0,0
1,8.0063677,1,26,676,1,16,16,1
0,,1,63,3969,1,9,0,0
0,7.0030656,0,49,2401,1,0,0,1
1,7.3132205,0,51,2601,1,0,,1
0,7.495542,0,62,3844,1,0,0,1
0,,0,34,1156,1,12,6,0
0,5.220356,1,58,3364,1,0,0,1
1,6.6720328,1,34,1156,1,16,12,0
0,,1,52,2704,1,0,0,0
0,,1,57,3249,1,0,0,0
0,6.3279366,0,67,4489,1,9,0,0
0,,1,40,1600,1,0,0,0
0,6.2146082,0,43,1849,1,6,6,0
0,7.2442274,0,63,3969,1,0,0,1
0,5.7990928,1,40,1600,1,0,0,0
0,5.7037826,1,63,3969,0,0,0,0
0,,1,21,441,0,14,12,0
0,6.9077554,1,45,2025,0,6,0,0
0,6.6669569,0,63,3969,1,0,0,1
0,4.6051702,0,50,2500,1,0,0,0
1,7.0900769,0,33,1089,1,0,0,0
0,6.3969297,0,23,529,1,12,6,0
1,5.9914646,0,29,841,1,9,6,0
0,,1,61,3721,1,6,0,0
0,5.768321,1,37,1369,0,12,9,0
0,,1,46,2116,0,0,0,1
0,,0,60,3600,1,6,6,0
0,,0,36,1296,1,,9,0
0,4.7621741,0,50,2500,1,6,6,0
0,7.6009026,0,21,441,1,6,6,0
0,,1,27,729,1,9,6,0
0,,1,65,4225,1,12,0,0
0,,1,27,729,1,6,6,0
0,,1,35,1225,1,12,6,0
0,5.9401712,0,57,3249,1,9,,0
0,,0,21,441,1,6,6,0
0,,0,49,2401,1,,6,0
0,5.3890719,1,54,2916,1,6,6,0
0,,1,42,1764,1,6,6,0
0,,1,25,625,1,6,6,0
0,,1,24,576,1,6,6,0
0,,1,23,529,1,9,6,0
0,5.857933,0,52,2704,1,6,6,0
0,5.9480348,1,45,2025,1,,6,0
0,6.5652652,0,63,3969,1,0,0,0
0,5.9914646,0,32,1024,1,6,6,0
0,,1,38,1444,0,0,0,0
0,4.6051702,1,47,2209,1,0,0,0
0,,1,40,1600,1,9,6,0
0,,1,51,2601,1,6,6,0
0,5.0106354,0,54,2916,1,0,0,0
0,6.3969297,0,46,2116,1,6,0,1
0,6.2146082,0,42,1764,1,12,6,0
0,,1,66,4356,1,6,0,0
0,,1,30,900,0,9,9,0
0,,1,36,1296,1,9,6,0
0,,1,31,961,1,6,6,0
0,,1,26,676,1,6,6,0
0,,0,44,1936,0,9,6,0
0,,0,38,1444,1,9,0,0
0,,0,45,2025,1,0,0,0
0,,0,38,1444,1,6,6,0
0,,1,46,2116,1,0,0,0
0,,1,60,3600,1,6,6,0
0,,1,55,3025,1,6,6,0
0,,1,18,324,1,0,6,0
0,5.7037826,0,55,3025,1,0,0,0
0,6.2146082,0,34,1156,1,6,0,0
0,4.6051702,1,60,3600,1,0,0,0
0,6.3279366,1,64,4096,1,0,0,0
0,6.2065759,1,46,2116,1,12,6,0
0,2.3978953,1,20,400,0,12,9,0
0,4.6051702,1,36,1296,1,6,0,0
0,4.6051702,1,29,841,0,6,0,0
0,6.9077554,0,44,1936,1,0,9,0
0,4.7621741,1,29,841,1,9,0,0
0,6.3835068,0,65,4225,1,0,0,0
0,7.0983758,0,61,3721,1,6,0,0
1,6.3969297,1,38,1444,1,14,12,0
0,6.3969297,1,55,3025,1,6,6,0
0,6.9077554,1,34,1156,1,12,6,0
1,7.130899,1,32,1024,1,6,12,0
0,6.8023949,0,35,1225,1,12,12,0
0,6.3969297,0,29,841,1,6,6,0
0,6.4614682,0,43,1849,1,0,0,1
1,7.2793188,1,45,2025,1,0,0,0
0,6.9077554,1,37,1369,1,12,6,0
0,,1,29,841,1,9,9,0
0,5.9135032,1,63,3969,1,12,0,0
0,5.1929569,1,43,1849,1,9,9,0
0,7.377759,0,67,4489,1,0,0,1
0,7.4383836,0,66,4356,1,9,6,1
0,6.1224928,0,42,1764,1,6,12,0
1,7.5336938,0,39,1521,1,9,6,1
1,6.9226437,1,29,841,1,14,9,1
0,,1,19,361,1,6,6,0
0,,1,40,1600,1,0,0,0
0,,1,24,576,0,6,6,0
0,7.6009026,0,50,2500,1,6,6,0
0,5.480639,0,47,2209,1,0,0,0
0,3.9889841,1,60,3600,1,0,0,0
0,5.857933,0,41,1681,1,0,0,0
0,6.6720328,1,64,4096,1,0,0,0
0,,0,20,400,1,6,12,0
0,6.2146082,1,27,729,1,0,0,0
0,,1,29,841,1,6,6,0
1,7.4383836,0,45,2025,1,16,16,0
0,5.7037826,1,42,1764,1,14,9,0
1,6.6846118,0,29,841,1,14,9,
1,7.3901815,1,46,2116,1,0,0,0
1,7.3132205,0,39,1521,1,6,0,1
1,7.0900769,0,26,676,1,6,0,1
0,6.2146082,1,45,2025,1,16,12,0
0,5.6347895,1,65,4225,1,0,0,0
1,6.9660244,0,23,529,1,12,12,0
0,9.2103405,1,30,900,1,9,6,0
0,5.9914646,0,67,4489,1,6,0,0
0,6.9077554,0,51,2601,1,0,0,0
0,6.1312265,1,59,3481,1,0,0,0
0,6.6846118,1,52,2704,1,9,6,0
0,6.4769726,1,30,900,1,9,9,0
0,6.9077554,0,35,1225,0,6,6,0
1,7.3132205,0,28,784,1,14,12,0
1,7.6009026,0,23,529,1,14,14,0
1,7.0900769,0,30,900,1,6,6,0
0,,1,18,324,1,12,9,0
0,7.0030656,0,55,3025,1,0,0,1
0,,1,57,3249,0,0,0,0
1,6.8023949,1,53,2809,1,12,6,1
1,7.0900769,1,25,625,1,12,9,0
0,5.7037826,1,43,1849,0,6,0,0
1,,1,31,961,1,16,12,0
1,8.2940493,0,38,1444,1,6,6,0
1,6.8023949,1,23,529,1,14,14,0
0,,1,52,2704,1,0,0,0
1,7.8240461,1,30,900,1,6,0,0
1,9.3056507,0,34,1156,1,14,16,0
1,7.0900769,1,43,1849,1,9,9,
1,8.0063677,1,32,1024,1,12,9,1
0,7.3132205,1,34,1156,1,6,6,0
1,7.3132205,1,31,961,1,6,12,1
1,7.2442274,1,32,1024,1,12,12,0
1,6.9077554,0,61,3721,1,3,12,1
0,,0,45,2025,1,6,0,0
0,,1,37,1369,1,9,6,0
1,6.8023949,0,59,3481,1,0,0,0
1,7.4500794,1,62,3844,1,3,6,1
0,6.5510802,1,35,1225,1,12,12,0
0,,0,33,1089,1,12,,0
0,6.9077554,0,31,961,1,9,6,0
0,6.2146082,0,64,4096,1,6,0,1
0,6.8023949,0,35,1225,1,0,9,0
1,7.2442274,0,45,2025,1,3,0,1
0,6.2146082,1,29,841,0,6,6,0
0,5.2983174,1,41,1681,1,0,0,0
0,7.6009026,0,32,1024,1,12,9,0
0,6.1527328,0,65,4225,1,0,0,0
1,7.3132205,0,38,1444,1,0,0,0
0,7.0900769,1,28,784,1,12,12,0
1,6.9077554,1,31,961,1,14,9,0
1,6.8023949,1,39,1521,1,9,6,0
1,8.9871969,1,28,784,1,19,16,0
0,6.0161572,1,55,3025,1,3,0,0
0,7.2442274,0,51,2601,1,0,0,1
1,7.3132205,1,25,625,1,14,12,0
1,8.0063677,0,35,1225,1,0,0,0
0,6.9077554,0,62,3844,1,14,12,0
0,,1,60,3600,1,6,0,0
0,7.1388669,1,69,4761,1,3,,1
1,7.0900769,0,28,784,1,12,14,1
0,7.2442274,1,67,4489,1,,12,0
0,,1,31,961,1,9,6,0
1,6.6846118,0,45,2025,1,0,0,1
0,6.856462,0,69,4761,1,0,0,1
1,7.7621708,0,48,2304,1,0,0,1
0,5.7037826,1,48,2304,1,6,6,0
0,,1,26,676,1,6,0,0
0,,1,28,784,1,9,6,0
0,,1,55,3025,1,6,6,0
1,6.9077554,0,68,4624,1,0,0,1
0,6.9077554,0,31,961,1,9,6,1
0,6.2146082,1,45,2025,1,9,6,0
0,6.3099184,0,37,1369,1,12,12,0
1,6.9077554,1,30,900,1,12,12,1
0,6.7452364,1,39,1521,1,12,9,1
0,6.9077554,1,59,3481,1,6,6,0
0,,1,47,2209,1,0,0,0
0,,0,28,784,1,6,6,0
0,7.3132205,1,39,1521,1,6,6,0
0,5.7037826,1,24,576,1,9,9,0
0,,1,27,729,1,6,9,0
0,5.521461,0,50,2500,1,6,0,0
0,,0,20,400,1,9,6,0
0,,0,38,1444,1,9,9,0
0,5.9914646,1,49,2401,1,0,0,0
1,6.8023949,1,30,900,1,6,6,0
0,6.5510802,1,27,729,1,12,9,0
0,7.3132205,1,23,529,1,12,12,0
0,6.2146082,0,56,3136,1,3,9,1
1,6.9077554,0,38,1444,1,0,0,0
0,7.3132205,0,33,1089,1,0,6,0
0,6.2146082,1,49,2401,1,0,0,0
0,6.6846118,0,23,529,1,9,6,0
0,,0,37,1369,1,6,0,0
1,6.5510802,1,22,484,1,12,12,0
0,5.9914646,0,49,2401,1,6,6,0
0,,0,40,1600,1,0,6,0
1,8.0063677,0,30,900,1,6,6,1
0,6.9077554,0,64,4096,1,0,0,1
0,6.9077554,1,33,1089,1,6,6,0
1,6.9077554,1,65,4225,1,0,0,1
0,7.6009026,1,30,900,0,9,0,0
0,,1,24,576,1,12,9,0
0,5.2983174,0,40,1600,0,0,0,0
0,6.3099184,0,53,2809,1,6,0,0
0,5.0106354,0,35,1225,1,9,9,0
0,6.6846118,1,50,2500,1,0,0,0
0,6.3969297,0,48,2304,0,6,0,0
0,,1,47,2209,1,0,0,0
0,,1,23,529,1,9,6,0
0,,0,43,1849,1,6,6,0
0,7.6009026,0,21,441,0,6,6,0
0,,1,36,1296,0,6,6,0
0,6.9077554,0,40,1600,1,16,16,0
0,7.0290875,1,47,2209,1,6,6,0
0,,1,56,3136,1,0,0,0
0,6.9077554,1,28,784,1,9,0,1
1,6.9077554,0,34,1156,1,12,0,0
0,6.2146082,0,30,900,1,16,6,0
0,7.6009026,0,42,1764,1,9,0,0
0,6.6846118,0,35,1225,1,0,0,0
0,6.6846118,1,48,2304,1,6,6,1
0,,1,27,729,1,6,12,0
0,6.5510802,1,30,900,1,9,9,0
0,,1,24,576,1,6,6,0
0,7.0900769,0,33,1089,1,6,0,1
0,6.4769726,0,33,1089,1,0,0,0
0,7.0900769,0,45,2025,1,9,6,0
0,6.2146082,0,68,4624,1,6,6,0
0,5.7037826,1,64,4096,1,0,0,0
0,6.9077554,1,22,484,1,6,6,0
0,6.6846118,1,27,729,1,9,9,0
0,6.9077554,1,32,1024,1,9,6,0
0,7.6009026,1,40,1600,1,9,0,0
0,6.9077554,0,45,2025,1,14,9,0
1,6.9077554,1,48,2304,1,9,6,0
0,,1,32,1024,0,0,0,0
0,7.0900769,0,34,1156,1,,6,0
0,6.2146082,1,35,1225,1,6,6,0
1,7.377759,1,26,676,1,12,9,1
1,6.3969297,0,67,4489,1,3,0,1
1,6.9077554,0,38,1444,1,6,6,1
1,6.6846118,0,25,625,1,6,0,0
0,7.0900769,0,20,400,0,12,6,0
1,6.3969297,1,45,2025,1,0,0,0
0,5.5606818,0,53,2809,1,0,6,0
0,6.2146082,1,34,1156,1,0,0,0
0,6.253829,1,38,1444,1,6,0,0
1,7.1701198,1,27,729,1,16,12,0
0,6.1092477,0,57,3249,1,0,0,1
0,6.8023949,0,31,961,1,9,9,1
0,6.9077554,0,30,900,1,6,6,
0,6.0637851,1,61,3721,1,0,0,0
0,5.9914646,1,63,3969,1,6,0,0
0,7.377759,0,25,625,1,12,9,0
1,6.9077554,0,67,4489,1,16,6,0
1,7.3132205,0,38,1444,1,6,6,1
0,5.9610052,1,44,1936,1,9,9,0
0,7.0900769,0,48,2304,1,0,0,1
1,6.9077554,0,33,1089,1,6,6,0
0,7.3132205,0,53,2809,1,3,0,1
0,6.8023949,0,39,1521,1,12,12,0
0,7.6009026,1,54,2916,1,9,9,1
0,7.3132205,1,29,841,1,12,9,0
0,6.9077554,0,25,625,1,9,6,0
1,6.2915692,1,65,4225,1,,12,0
0,6.253829,1,62,3844,1,6,0,0
0,5.521461,1,33,1089,1,6,6,0
1,6.9077554,0,34,1156,1,,,0
0,7.3132205,1,36,1296,1,,,0
0,6.3969297,1,36,1296,1,6,6,
0,5.7037826,0,40,1600,1,0,9,0
0,6.9077554,0,33,1089,1,0,6,0
0,5.7037826,1,45,2025,1,16,6,0
0,6.3969297,1,35,1225,1,9,6,0
0,5.9763508,1,33,1089,1,3,0,0
0,6.7452364,0,50,2500,1,3,0,1
0,,0,28,784,1,6,6,0
0,6.2915692,0,40,1600,1,6,6,0
0,6.3099184,0,40,1600,1,0,0,0
0,6.6846118,0,25,625,1,6,0,0
0,4.6051702,1,58,3364,1,0,0,0
0,,1,59,3481,1,,,0
0,6.1737862,1,38,1444,1,0,0,0
0,,1,46,2116,1,0,0,0
0,8.6995144,0,29,841,1,0,0,
0,,1,27,729,1,0,0,0
0,6.9565454,0,53,2809,1,6,6,0
1,6.9077554,0,38,1444,1,6,6,1
0,,1,37,1369,1,0,0,0
0,5.9914646,1,35,1225,1,6,0,0
0,6.2146082,1,34,1156,1,6,6,0
0,5.857933,1,58,3364,1,0,,0
1,,0,43,1849,1,9,6,0
0,,1,24,576,1,9,6,0
1,6.6846118,0,31,961,1,9,9,1
0,,1,25,625,0,9,6,0
0,4.6051702,1,32,1024,0,6,6,0
0,,1,27,729,1,6,6,0
0,3.4011974,1,32,1024,1,0,0,
0,6.3969297,1,43,1849,1,,,0
0,5.9914646,0,46,2116,0,0,0,0
0,,1,36,1296,0,0,0,0
0,6.3784261,0,37,1369,1,6,9,1
0,5.7037826,0,29,841,1,6,0,0
0,7.3132205,0,36,1296,1,0,0,0
0,5.9914646,0,38,1444,1,6,0,1
1,7.3132205,0,24,576,1,14,14,0
1,6.9077554,1,32,1024,1,6,6,1
0,6.2915692,0,39,1521,1,6,6,0
1,8.0063677,0,36,1296,1,9,6,1
0,4.7874918,0,41,1681,1,6,6,0
1,7.3132205,0,28,784,1,9,9,0
1,6.6656837,1,47,2209,1,6,6,0
1,,0,46,2116,1,12,6,1
1,6.6846118,1,30,900,1,12,9,0
0,7.1701198,0,46,2116,1,9,6,0
0,6.1737862,0,70,4900,1,0,0,0
0,6.3279366,0,53,2809,1,0,0,0
0,6.5510802,1,40,1600,1,0,6,0
1,6.5510802,1,27,729,1,9,6,0
1,7.6009026,1,31,961,1,6,6,0
0,6.6846118,1,27,729,1,9,9,0
0,6.6846118,1,67,4489,1,0,0,0
0,5.4595857,0,61,3721,1,6,0,1
1,5.2983174,0,32,1024,1,9,9,0
1,6.9077554,0,44,1936,1,6,6,1
0,7.100852,0,60,3600,1,6,0,1
0,6.6846118,1,34,1156,1,9,6,0
1,6.363028,1,30,900,1,9,6,1
1,6.5220928,1,30,900,1,9,9,0
1,9.392662,0,48,2304,1,12,9,1
0,,0,53,2809,1,0,0,1
0,6.2146082,0,52,2704,1,0,0,1
0,6.6846118,1,29,841,1,9,0,0
1,7.6009026,1,27,729,1,9,6,0
0,7.0475173,1,23,529,1,12,9,0
0,8.0063677,0,39,1521,1,6,0,0
0,,0,41,1681,1,0,0,0
1,,0,31,961,1,12,6,1
0,6.5510802,0,28,784,1,6,0,0
0,,1,34,1156,1,9,6,0
1,7.0900769,0,40,1600,1,9,6,1
0,6.9077554,0,33,1089,1,9,0,0
0,6.3969297,0,35,1225,1,12,6,0
1,8.0063677,0,37,1369,1,6,0,1
0,5.7037826,1,60,3600,0,0,0,0
1,6.9077554,1,40,1600,1,6,0,0
1,7.3132205,0,30,900,1,12,12,0
1,7.0900769,0,41,1681,1,12,6,1
0,5.9914646,0,55,3025,1,0,0,1
0,5.2983174,1,33,1089,1,6,6,0
0,,0,58,3364,1,0,0,1
0,,0,35,1225,1,6,6,0
0,6.9077554,0,30,900,1,6,6,0
1,7.3132205,0,41,1681,1,0,0,1
0,6.5510802,0,42,1764,1,,0,0
0,5.9914646,0,37,1369,1,6,6,0
0,,0,51,2601,1,0,0,0
0,,0,30,900,1,6,6,0
0,6.3969297,0,57,3249,1,3,0,0
0,6.2146082,0,52,2704,1,12,,0
0,,1,50,2500,1,9,0,0
0,6.4769726,0,59,3481,1,,0,0
0,,0,39,1521,1,9,0,0
0,,0,19,361,1,9,9,0
0,,0,42,1764,1,6,,1
0,7.0900769,1,40,1600,1,12,9,0
0,,1,57,3249,1,0,0,0
0,6.5510802,1,38,1444,1,12,12,0
0,,0,54,2916,1,0,0,0
0,6.1092477,0,35,1225,1,0,0,0
0,,0,42,1764,1,,,0
0,6.9077554,1,39,1521,1,14,12,0
0,6.9077554,1,45,2025,1,6,0,0
0,,1,37,1369,0,0,0,0
1,7.6009026,0,51,2601,1,6,0,1
0,7.0900769,0,48,2304,1,6,0,0
0,7.0900769,0,32,1024,1,6,0,0
0,6.9077554,0,35,1225,1,9,6,0
0,,1,37,1369,1,6,6,0
0,,1,35,1225,1,6,6,0
0,5.5012584,1,42,1764,1,12,0,0
0,6.2728772,0,44,1936,1,,6,0
0,7.0900769,0,40,1600,1,6,6,0
0,5.9914646,1,48,2304,1,9,9,0
0,6.8023949,1,48,2304,1,,,0
1,7.0255384,1,28,784,1,9,6,0
0,6.6846118,1,45,2025,1,12,12,0
0,6.6846118,1,26,676,0,0,0,0
0,,1,29,841,1,14,9,0
0,7.1701198,0,47,2209,1,0,0,0
1,6.6463904,0,34,1156,1,12,6,1
0,5.521461,1,62,3844,1,0,0,0
0,7.6009026,1,34,1156,1,9,9,0
0,,0,18,324,1,9,9,0
0,6.9077554,1,46,2116,1,9,9,0
1,6.6846118,0,65,4225,1,6,0,0
0,6.2146082,1,30,900,1,9,9,0
0,6.2146082,1,34,1156,1,12,6,0
0,,1,44,1936,1,0,6,0
0,6.3969297,0,64,4096,1,6,0,0
1,7.495542,0,50,2500,1,6,0,1
0,6.2146082,0,47,2209,1,16,12,0
1,6.5510802,1,25,625,1,6,6,0
0,7.0900769,0,51,2601,1,0,6,0
1,,1,22,484,1,9,6,0
0,,0,56,3136,1,0,9,0
1,8.0063677,0,41,1681,1,14,14,0
0,6.3099184,0,47,2209,1,9,6,0
1,7.0900769,0,37,1369,1,6,0,1
0,5.9914646,1,38,1444,1,,,0
0,,1,31,961,1,6,6,0
0,6.6846118,1,40,1600,1,9,6,0
0,6.49224,1,32,1024,1,12,6,0
0,,1,54,2916,1,6,6,0
1,,0,44,1936,1,,6,0
0,8.1605186,0,54,2916,1,6,0,0
0,6.6846118,0,41,1681,1,14,12,0
0,6.8023949,0,45,2025,1,0,0,1
0,7.0030656,0,56,3136,1,0,0,1
1,6.253829,1,35,1225,1,9,0,0
0,6.9077554,0,45,2025,1,6,6,0
0,6.9077554,0,41,1681,1,,0,1
0,,0,45,2025,1,,0,0
0,2.3025851,0,18,324,0,12,0,0
0,,1,27,729,1,6,9,0
0,5.9914646,1,43,1849,1,6,0,0
1,6.6846118,1,30,900,1,6,6,0
0,,0,35,1225,1,6,6,0
0,6.9077554,0,29,841,1,6,6,0
0,6.2146082,0,32,1024,1,9,6,0
0,5.2983174,1,36,1296,1,,0,0
1,6.5510802,0,29,841,1,12,6,0
0,6.3969297,1,58,3364,1,,0,0
0,6.7569323,0,47,2209,1,0,0,1
